Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 31,4255021593.jpg,Reflecting Pool,Hallie Jo,"Temple of Dendur, Metropolitan Museum of Art.","Hallie Jo: girls,Hallie Jo: two,Hallie Jo: metmuseum,Hallie Jo: metropolitan,Hallie Jo: museum,Hallie Jo: art,Hallie Jo: newyorkcity,Hallie Jo: manhattan,Hallie Jo: central,Hallie Jo: park,Hallie Jo: window,Hallie Jo: pool,Hallie Jo: reflections,Hallie Jo: water,Hallie Jo: reflect,Hallie Jo: reeds,Hallie Jo: walk,Description,Space,IntExt,Inhabited,interior",-,SpacesIntExt
SET 31,4258737066.jpg,NA,michael cinque,"New York City, 2009.","michael cinque: 2009,michael cinque: ny,michael cinque: newyork,michael cinque: newyorkcity,michael cinque: manhattan,michael cinque: gotham,michael cinque: thebigapple,michael cinque: metropolitanmuseumofart,michael cinque: themet,michael cinque: 5thavenue,michael cinque: withmikep,michael cinque: autumn,michael cinque: people,michael cinque: man,michael cinque: woman,michael cinque: streetphotography,michael cinque: blackandwhite,michael cinque: 6x6cm,michael cinque: yashicamat124g,michael cinque: film,michael cinque: trix,michael cinque: michaelcinque,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 31,4266623562.jpg,Stairway to the Great Hall of The Metropolitan Museum of Art,Marina Alexis Parker,NA,"Marina Alexis Parker: mma,Marina Alexis Parker: metropolitanmuseumofart,Marina Alexis Parker: nyc,Marina Alexis Parker: newyorkcity,Marina Alexis Parker: artmuseum,Marina Alexis Parker: greathall,Marina Alexis Parker: staircase,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 31,4279430533.jpg,DSC_0005,Rino2010,NA,"Rino2010: metropolitan,Space,exterior,IntExt,Facade",-,SpacesIntExt
SET 31,4280191412.jpg,Listen,Rino2010,NA,"Rino2010: metropolitangreekromanart,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 31,4280210248.jpg,24 Coins,Rino2010,NA,"Rino2010: metropolitangreekromanart,LevyWhite_Fountain,Space,interior,IntExt",-,SpacesIntExt
SET 31,4281967149.jpg,MET Lobby,photo.Q,NA,"photo.Q: themet,photo.Q: nyc,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4293964956.jpg,Info in MET - NYC,Le Xuan-Cung,New York City - USA;seen in :;<a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157622183538008/>www.flickr.com/photos/le_xuan-cung/sets/72157622183538008/</a>,"Le Xuan-Cung: newyork,Le Xuan-Cung: metropolitanmuseumofart,Le Xuan-Cung: information,Le Xuan-Cung: informationinmet,Le Xuan-Cung: museum,Le Xuan-Cung: museu,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4297474010.jpg,Gallery Shop in MET  NYC,Le Xuan-Cung,New York City - USA;seen in :;<a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157621915620953/>www.flickr.com/photos/le_xuan-cung/sets/72157621915620953/</a>;,"Le Xuan-Cung: newyork,Le Xuan-Cung: museum,Le Xuan-Cung: metropolitanmuseumofart,Le Xuan-Cung: met,Le Xuan-Cung: gallery,Le Xuan-Cung: galleryshop,Le Xuan-Cung: inside,interior,IntExt,aGallery,Space",-,SpacesIntExt
SET 32,246896968.jpg,NYC - UES: Metropolitan Museum of Art,wallyg,"The Metropolitan Museum of Art's permanent collection contains more than two million works of art from around the world., , In 1866 a group of Americans were visiting Paris taking in the cultural delights of the Old World and it occurred to some of them that New York deserved a world class art museum. To that end John Jay, President of the Union League Club gave a speech declaring &quot;America needed a National Institution and Gallery of Art and that the American gentlemen then in Europe were the men to inaugurate that plan.&quot; The art committee of the Union League Club, in concert with other prominent citizens, led the way with the museum to be established by an act of the New York State Legislature in 1870. The Metropolitan Museum of Art first opened its doors on February 20, 1872, housed in a building located at 681 Fifth Avenue in New York City. John Taylor Johnston, a railroad executive whose personal art collection seeded the museum, served as its first President, and the publisher George Palmer Putnam came on board as its founding Superintendent. Under their guidance, the Met's holdings, initially consisting of a Roman stone sarcophagus and 174 mostly European paintings, quickly outgrew the available space. In 1873, occasioned by the Met's purchase of the Cesnola Collection of Cypriot antiquities, the museum decamped from Fifth Avenue and took up residence at the Douglas Mansion on West 14th Street. However, these new accommodations were temporary; after negotiations with the city of New York, the Met acquired land on the east side of <a href=http://www.flickr.com/photos/wallyg/sets/72157594192309086/>Central Park</a>, where it built its permanent home, a red-brick Gothic Revival stone &quot;mausoleum&quot; designed by American architects Calvert Vaux and Jacob Wrey Mold. The Met has remained in this location ever since, and the original structure is still part of its current building. A host of additions over the years, including the distinctive Beaux-Arts facade, designed by Richard Morris Hunt and completed in 1926, have continued to expand the museum's physical structure. As of 2006, the Met measures almost a quarter mile long and occupies more than two million square feet, more than 20 times the size of the original 1880 building., , In 2007, the Metropolitan Museum of Art was ranked #17 on the AIA 150 America's Favorite Architecture list., , The Metropolitan Museum of Art was designated a landmark by the New York City Landmarks Preservation Commission in 1967. The interior was designated in 1977., , National Historic Register #86003556,","'wallyg: nyc, wallyg: newyorkcity, wallyg: manhattan, wallyg: museum, wallyg: themet, wallyg: metropolitanmuseumofart, wallyg: beauxarts, wallyg: museuemmile, wallyg: artmuseum, wallyg: ues, wallyg: uppereastside, wallyg: museumofart, wallyg: gothamist, wallyg: landmark, wallyg: aia150, wallyg: ny, wallyg: metropolitanmuseum, wallyg: art, wallyg: museummile, wallyg: nyclpc, wallyg: newyorkcitylandmarkspreservationcommission, wallyg: newyork, wallyg: nationalregisterofhistoricplaces, wallyg: nrhp, wallyg: usnationalregisterofhistoricplaces, wallyg: nationalhistoriclandmark, wallyg: nhl, wallyg: usnationalhistoriclandmark,','wallyg: nyc, wallyg: newyorkcity, wallyg: manhattan, wallyg: mu,Description,Space,Inhabited,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 32,2546379097.jpg,Met Museum Foyer,Gary Kuper,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,3963754708.jpg,L1033159  girlwatcher,Susan NYC,NA,"'Susan NYC: m8, Susan NYC: met, Susan NYC: metropolitanmuseum, Susan NYC: nyc, Susan NYC: hat, Susan NYC: girlwatcher, Susan NYC: strawhat, Susan NYC: armscrossed, Susan NYC: museum,','Susan NYC: m8, Susan NYC: met, Susan NYC: metropolitanmuseum, S,3D,Inhabited,interior,IntExt,aGallery,Space",-,SpacesIntExt
SET 32,3982923701.jpg,2007-04-20 NYC MET - Metropolitan Museum of Art part 1,hto2008,"<a href=http://www.huatongoversea.com/blog/?p=389 rel=nofollow>More Details</a>, , HuaTongOversea Blog Claim:, , Photos taken with my Canon 400D + Tamron 17-50mm f2.8, are credited and licensed to hto2008 flickr account and , www(dot)HuaTongOversea(dot)com/blog,","'hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropolitan, hto2008: museum, hto2008: art,','hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropo,3D,Inhabited,Great_Hall,Space,interior,IntExt",-,SpacesIntExt
SET 32,3982924223.jpg,2007-04-20 NYC MET - Metropolitan Museum of Art part 1,hto2008,"<a href=http://www.huatongoversea.com/blog/?p=389 rel=nofollow>More Details</a>, , HuaTongOversea Blog Claim:, , Photos taken with my Canon 400D + Tamron 17-50mm f2.8, are credited and licensed to hto2008 flickr account and , www(dot)HuaTongOversea(dot)com/blog,","'hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropolitan, hto2008: museum, hto2008: art,','hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropo,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,3983687328.jpg,2007-04-20 NYC MET - Metropolitan Museum of Art part 1,hto2008,"<a href=http://www.huatongoversea.com/blog/?p=389 rel=nofollow>More Details</a>, , HuaTongOversea Blog Claim:, , Photos taken with my Canon 400D + Tamron 17-50mm f2.8, are credited and licensed to hto2008 flickr account and , www(dot)HuaTongOversea(dot)com/blog,","'hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropolitan, hto2008: museum, hto2008: art,','hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropo,3D,Gift Shop,Space,IntExt,interior",-,SpacesIntExt
SET 32,3995976647.jpg,Between The Doors,Trish Mayo,Taken while we wait - arrived at 11:27 only to find out that the Met cafeteria doesn't open until 11:30. Had seen the American Stories Exhiibt - paintings from 1765-1915 so it was time for a snack.,"'Trish Mayo: doors, Trish Mayo: dots, Trish Mayo: pattern, Trish Mayo: cafeteria, Trish Mayo: metropolitanmuseum, Trish Mayo: blackwhite,','Trish Mayo: doors, Trish Mayo: dots, Trish Mayo: pattern, Trish,Space,interior,IntExt",-,SpacesIntExt
SET 32,3998111826.jpg,2007-04-20 NYC MET (Metropolitan Museum of Art) Chinese Asian Art,hto2008,"<a href=http://www.huatongoversea.com/blog/?p=396 rel=nofollow>More info</a>, , HuaTongOversea Blog Claim:, , Photos taken with my Canon 400D + Tamron 17-50mm f2.8, are credited and licensed to hto2008 flickr account and , www(dot)HuaTongOversea(dot)com/blog,","'hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropolitan, hto2008: museum, hto2008: art, hto2008: chinese, hto2008: asian,','hto2008: 20070420, hto2008: nyc, hto2008: met, hto2008: metropo,3D,Inhabited,Grand_Staircase,Space,interior,IntExt",-,SpacesIntExt
SET 32,4000564486.jpg,The Met,Grumpysumpy,<a href=http://bighugelabs.com/onblack.php?id=4000564486&amp;size=large rel=nofollow>View On Black</a>,"'Grumpysumpy: travel, Grumpysumpy: tourists, Grumpysumpy: themet, Grumpysumpy: nyc, Grumpysumpy: newyork, Grumpysumpy: metropolitanmuseumofart, Grumpysumpy: midtown, Grumpysumpy: manhattan, Grumpysumpy: canoneos5d, Grumpysumpy: canonef1635mmf28liiusm, Grumpysumpy: canon, Grumpysumpy: architecture, Grumpysumpy: metropolitanmuseum,','Grumpysumpy: travel, Grumpysumpy: tourists, Grumpysumpy: themet,Stylized,Space,Inhabited,exterior,IntExt,Facade",-,SpacesIntExt
SET 32,4007133117.jpg,metropolitan museum,Thiago Ventura,"<a href=http://www.fluidr.com/photos/thiagoventura/sets/72157621946063669 rel=nofollow>my favs</a>, , <a href=http://www.fluidr.com/photos/thiagoventura/sets/72157623788748417 rel=nofollow>symmetry</a>, , manhattan, ny","'Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, Thiago Ventura: newyork, Thiago Ventura: novaiorque, Thiago Ventura: ferias, Thiago Ventura: vacations, Thiago Ventura: milton, Thiago Ventura: flavia, Thiago Ventura: visita, Thiago Ventura: metropolitan, Thiago Ventura: met, Thiago Ventura: museum, Thiago Ventura: museu, Thiago Ventura: stairs, Thiago Ventura: top, Thiago Ventura: simetria, Thiago Ventura: symmetry, Thiago Ventura: colunas, Thiago Ventura: columns,','Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, ,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 32,4007147937.jpg,metropolitan museum,Thiago Ventura,<a href=http://www.fluidr.com/photos/thiagoventura/sets/72157621946063669 rel=nofollow>my favs</a>,"'Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, Thiago Ventura: newyork, Thiago Ventura: novaiorque, Thiago Ventura: ferias, Thiago Ventura: vacations, Thiago Ventura: milton, Thiago Ventura: flavia, Thiago Ventura: visita, Thiago Ventura: metr, Thiago Ventura: top, Thiago Ventura: metropolitan, Thiago Ventura: museum, Thiago Ventura: museu, Thiago Ventura: waiting,','Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, ,Space,Inhabited,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 32,4007721176.jpg,metropolitan museum,Thiago Ventura,"<a href=http://www.fluidr.com/photos/thiagoventura/sets/72157621946063669 rel=nofollow>my favs</a>, , manhattan, ny","'Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, Thiago Ventura: newyork, Thiago Ventura: novaiorque, Thiago Ventura: ferias, Thiago Ventura: vacations, Thiago Ventura: milton, Thiago Ventura: flavia, Thiago Ventura: visita, Thiago Ventura: top, Thiago Ventura: symmetry, Thiago Ventura: simetria, Thiago Ventura: met, Thiago Ventura: metropolitan, Thiago Ventura: arquitetura, Thiago Ventura: architecture, Thiago Ventura: manhattan, Thiago Ventura: metropolitanmuseum,','Thiago Ventura: trip, Thiago Ventura: ny, Thiago Ventura: nyc, ,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4024456790.jpg,NA,hydrojiang,Winter is here in NYC,"NA,Space,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 32,4051868036.jpg,Lensbaby B&H 4,stevenmarcsicc,NA,"'stevenmarcsicc: bheventspace, stevenmarcsicc: lensbaby, stevenmarcsicc: metropolitanmuseum, stevenmarcsicc: nyc,','stevenmarcsicc: bheventspace, stevenmarcsicc: lensbaby, stevenm,Space,interior,IntExt",-,SpacesIntExt
SET 32,4052927224.jpg,entrance,testher83,2nd fl view,"'testher83: metropolian, testher83: museum,',Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4054118795.jpg,NEW NYC 408,testher83,NA,"NA,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 32,4062515601.jpg,2009-04-03 089,BethM1959,NA,"NA,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4062516265.jpg,2009-04-03 070,BethM1959,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4063264152.jpg,2009-04-03 071,BethM1959,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4064636663.jpg,cinema,litherland,NA,"'litherland: metropolitanmuseumofart, litherland: newyork,',3D,Great_Hall_Balcony,Space,interior,IntExt",-,SpacesIntExt
SET 32,4065823102.jpg,madonna and electric fan,zachary..,NA,"'zachary..: new, zachary..: york, zachary..: city, zachary..: nyc, zachary..: manhattan, zachary..: upper, zachary..: east, zachary..: side, zachary..: fifth, zachary..: avenue, zachary..: metropolitan, zachary..: museum, zachary..: art, zachary..: arts, zachary..: history, zachary..: met, zachary..: fan, zachary..: madonna, zachary..: child, zachary..: virgin, zachary..: mary, zachary..: borough, zachary..: canon, zachary..: 5d, zachary..: ef, zachary..: 50, zachary..: f14, zachary..: 50mm, zachary..: newyorkcity,','zachary..: new, zachary..: york, zachary..: city, zachary..: ny,3D,interior,IntExt,Great_Hall,Space",-,SpacesIntExt
SET 32,4095077197.jpg,"Great Pumpkin, Met Great Hall",Neal Rosenau,"Looming, seeming to fill the great entry hall of the Metropolitan Museum of Art in New York, the Great Pumpkin ushers in the season.","'Neal Rosenau: metropolitanmuseum, Neal Rosenau: newyorkcity, Neal Rosenau: nikond700, Neal Rosenau: autumn,','Neal Rosenau: metropolitanmuseum, Neal Rosenau: newyorkcity, Ne,Description,3D,Great_Hall,Space,interior,IntExt",-,SpacesIntExt
SET 32,4095837384.jpg,"Fall Floral, Met Museum_",Neal Rosenau,"The Met's floral displays are spectacular. This one for autumn is very orange.,","'Neal Rosenau: metropolitanmuseum, Neal Rosenau: newyorkcity, Neal Rosenau: nikond700, Neal Rosenau: autumn, Neal Rosenau: flowers,','Neal Rosenau: metropolitanmuseum, Neal Rosenau: newyorkcity, Ne,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 32,4123505537.jpg,PH00569,jng03,NA,"'jng03: metropolitanmuseumofart, jng03: steps,',Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 32,4123505585.jpg,PH00570,jng03,NA,"'jng03: rickshaw, jng03: metropolitanmuseumofart,',Space,Inhabited,exterior,IntExt",-,SpacesIntExt
SET 32,529156635.jpg,NYC - Metropolitan Museum of Art - Diego Velazquez portrait,wallyg,"The facade of <a href=http://www.flickr.com/photos/wallyg/246896968/>The Metropolitan Museum of Art</a> was designed by Richard Morris Hunt and Charles Follen McKim for the firm of McKim, Mead, and White. Hunt was responsible for the central building, construction for which began in 1898, and McKim created the north and south wings along Fifth Avenue, construction for which began in 1906 and ended in 1918. The expanded front steps were added in 1970 under the supervision of architect Kevin Roche for Roche Dinkeloo Associates., , When Hunt considered the dean of American architects in his day died in 1895, his design and elevations for the Metropolitan Museum were passed on to his son Richard Howland Hunt to carry out with engineer/architect George B. Post. The senior Hunt had envisioned a classical palace of art, alive with sculptural elements. His protege, the sculptor Karl Bitter, was chosen to create the medallion portraits of six artists <a href=http://www.flickr.com/photos/wallyg/529156915/>Bramante</a>, <a href=http://www.flickr.com/photos/wallyg/529069744/>Michelangelo</a>, <a href=http://www.flickr.com/photos/wallyg/529157395/>Raphael</a>, <a href=http://www.flickr.com/photos/wallyg/530880927/>Durer</a>, <a href=http://www.flickr.com/photos/wallyg/530659749/>Rembrandt</a>, and Velazquez that adorn the spandrels of the arches, as well as the four <a href=http://www.flickr.com/photos/wallyg/529156451/>caryatids</a> representing Painting, Sculpture, Architecture, and Music. The keystones of the three arches were inspired by the head of the Minerva of Velletri (in the Louvre), and the lion gargoyles placed at intervals along the cornice are copied from classic models. , , The Metropolitan Museum of Art's permanent collection contains more than two million works of art from around the world. It opened its doors on February 20, 1872, housed in a building located at 681 Fifth Avenue in New York City. Under their guidance of John Taylor Johnston and George Palmer Putnam, the Met's holdings, initially consisting of a Roman stone sarcophagus and 174 mostly European paintings, quickly outgrew the available space. In 1873, occasioned by the Met's purchase of the Cesnola Collection of Cypriot antiquities, the museum decamped from Fifth Avenue and took up residence at the Douglas Mansion on West 14th Street. However, these new accommodations were temporary; after negotiations with the city of New York, the Met acquired land on the east side of <a href=http://www.flickr.com/photos/wallyg/sets/72157594192309086/>Central Park</a>, where it built its permanent home, a red-brick Gothic Revival stone &quot;mausoleum&quot; designed by American architects Calvert Vaux and Jacob Wrey Mold. As of 2006, the Met measures almost a quarter mile long and occupies more than two million square feet, more than 20 times the size of the original 1880 building., , In 2007, the Metropolitan Museum of Art was ranked #17 on the AIA 150 America's Favorite Architecture list., , The Metropolitan Museum of Art was designated a landmark by the New York City Landmarks Preservation Commission in 1967. The interior was designated in 1977. , , National Historic Register #86003556","'wallyg: metropolitanmuseumofart, wallyg: metropolitanmuseum, wallyg: museum, wallyg: art, wallyg: nyc, wallyg: gothamist, wallyg: newyorkcity, wallyg: manhattan, wallyg: ues, wallyg: aia150, wallyg: landmark, wallyg: artmuseum, wallyg: museummile, wallyg: themet, wallyg: uppereastside, wallyg: nyclpc, wallyg: newyorkcitylandmarkspreservationcommission, wallyg: karlbitter, wallyg: sculpture, wallyg: richardhowlandhunt, wallyg: mckimmeadandwhite, wallyg: mckimmeadwhite, wallyg: velazquez, wallyg: velazquez, wallyg: charlesfollenmckim, wallyg: charlesmckim, wallyg: richardmorrishunt, wallyg: georgebhunt, wallyg: minerva, wallyg: keystone, wallyg: portrait, wallyg: diegovelazquez, wallyg: diegovelazquez, wallyg: newyork, wallyg: ny, wallyg: nationalregisterofhistoricplaces, wallyg: nrhp, wallyg: usnationalregisterofhistoricplaces, wallyg: nationalhistoriclandmark, wallyg: nhl, wallyg: usnationalhistoriclandmark,','wallyg: metropolitanmuseumofart, wallyg: metropolitanmuseum, wa,Description,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
