Category,File Name,Accession #,Title,Creator,Description,Keywords
SET 34,987332079.jpg,24.97.32,"Marble Head of a Greek General in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble head of a Greek general;Roman, Imperial period, 1st - 2nd century AD ;Copy of a Greek bronze statue of the mid-4th century BC;;Accession # 24.97.32;;This powerful portrayal of a man of action belongs to a type popular in Roman times. One suggestion for his identity is the strategos (general) Phokion, pupil of Plato and one of the foremost Athenian statesmen of the fourth century BC, but there is little evidence to support that theory. We do not know if the original statue was a contemporary portrait, like the famous fifth-century portrait of the Athenian statesman and general Perikles, or a posthumous work. It could even be a representation of a hero from the mythic past. He wears a Corinthian helmet pushed up and resting on the back of his head. The helmet is elaborately decorated in relief with griffins on the bowl and rams' heads on the cheek pieces and is similiar to a type worn by the goddess Athena. His eyes would have been inlaid in another material. The head has been worked on for insertion into a statue.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: marble,ElissaSCA: greek,ElissaSCA: general,ElissaSCA: head,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: copy,ElissaSCA: ancient,ElissaSCA: fujifinepixs6000fd,ElissaSCA: classical,ElissaSCA: helmet,ElissaSCA: portrait,ElissaSCA: metropolitanmuseum,AccessionInDesc,Description,3D,Artwork"
SET 35,1057277676.jpg,26.199.63,"Marble Relief Fragment of an Animal Hunt from Sardis in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble relief fragment;Roman, 1st-2nd century AD;;Accession # 26.199.63;;The relief shows part of a scene of a venatio (a series of games in the theater or circus comprising fights between men and animals or between different types of animals.) At the bottom is what remains of a Greek inscription, indicating that the scene represents the third day of the games. The relief may have decorated a monument set up to honor the magistrate or other leading citizen who paid for the games. The slab was found during the American excavations at Sardis in 1912, near the Temple of Artemis, where it had been reused in a Byzantine tomb.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: sardis,ElissaSCA: greek,ElissaSCA: inscription,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork"
SET 35,1094789841.jpg,13.6,"Marble Relief of Herakles in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble Relief with Herakles Carrying the Erymanthian Boar ;Roman, Augustan or Julio-Claudian, 27 BC- 68 AD;;Accession # 13.60;;Large marble reliefs of this type were set into walls as decoration. Many figures were shown in an archaistic style, reinterpreting the stiff appearance of early Greek art in a highly sophisticated and decorative manner. ;;In the relief at the right, Herakles carries a wild boar that he was obliged to capture alive as one of the twelve labors imposed by Eurystheus, ruler of the Argolid.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: herakles,ElissaSCA: hercules,ElissaSCA: relief,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: hero,ElissaSCA: fujifinepixs6000fd,ElissaSCA: boar,Description,AccessionInDesc,3D,Artwork"
SET 35,1507076732.jpg,17.190.2115,"Silver Gilt Ewer in the Metropolitan Museum of Art, August 2007",ElissaSCA,"Ewer;Silver-gilt and enamel;Rome, about 1600;;Accession # 17.190.2115;;The procession of figures and animals represents either the Triumph of Julius Caesar on his return from Egypt or the Triumph of Scipio Africanus on his return from Carthage. The enameled plaque held by the lion rampant on the top of the ewer reads, Materium superabat opus (the work transcended the material.);;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ewer,ElissaSCA: fujifinepixs6000fd,ElissaSCA: italian,ElissaSCA: renaissance,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: silver,ElissaSCA: gold,Description,AccessionInDesc,3D,Artwork"
SET 35,2069289809.jpg,19.192.15,"Marble Statue of an Old Fisherman in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Marble Statue of an Old Fisherman;Roman, Imperial period, 1st or 2nd century AD;Copy of a Greek statue of the late 3rd century BC;;Accession # 19.192.15;;The effects of hard work and age are powerfully rendered in this representation. A more complete replica in Rome preserves the head and a basket of fish on the left arm, indicating that the stooped figure must be a fisherman. Since his voluminous cloak seems ill-suited to work, he is probably headed for a festival, as is the statue of an aged woman carrying chickens and a basket of fruit, which stands nearby. During the Hellenistic period, genre statues of this type were dedicated in temples.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: marble,ElissaSCA: statue,ElissaSCA: fujifinepixs6000fd,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: hellenistic,ElissaSCA: greek,ElissaSCA: copy,Description,AccessionInDesc,3D,Artwork"
SET 35,2069304013.jpg,18.145.45,"Marble Portrait of Livia in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Marble portrait of Livia;Roman, Early Imperial, Tiberian, ca. 14-37 AD;;Accession # 18.145.45;;This well-executed head does not seek to be a lifelike portrait but depicts Livia as an idealized youthful figure. Born in 58 BC, Livia would have been in her seventies or eighties when it was carved, probably in the reign of her son Tiberius. As the emperor Augustus' wife, she exerted enormous influence over the imperial court, and even after his death in 14 AD, she retained her prestige by association with the deified Augustus, the ruling emperor Tiberius, and her other descendants who included the future emperors Gaius (Caligula), Claudius, and Nero.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: portrait,ElissaSCA: head,ElissaSCA: livia,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork"
SET 35,2069304017.jpg,18.145.45,"Marble Portrait of Livia in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Marble portrait of Livia;Roman, Early Imperial, Tiberian, ca. 14-37 AD;;Accession # 18.145.45;;This well-executed head does not seek to be a lifelike portrait but depicts Livia as an idealized youthful figure. Born in 58 BC, Livia would have been in her seventies or eighties when it was carved, probably in the reign of her son Tiberius. As the emperor Augustus' wife, she exerted enormous influence over the imperial court, and even after his death in 14 AD, she retained her prestige by association with the deified Augustus, the ruling emperor Tiberius, and her other descendants who included the future emperors Gaius (Caligula), Claudius, and Nero.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: portrait,ElissaSCA: head,ElissaSCA: livia,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork"
SET 35,2069860541.jpg,91.1.444,"South Italian Terracotta Skyphos in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Terracotta skyphos (deep drinking cup);Greek, South Italian, Campanian, red-figure, ca. 350-325 BC;Attributed to the CA Painter;Obverse: Woman and Oscan warrior;Reverse: Woman and youth;;Accession # 91.1.444;;The CA painter was the leading artist of a large Campanian workshop situated at Cumae rather than Capua. The frequent representation of Oscan warriors indicates the different environment. The Oscans were the original inhabitants of the region of Campania, and their language continued to be spoken until the 1st century BC. The tripartite breastplate and the helmet with a crest and plumes are characteristic equipment of the warriors.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: southitalian,ElissaSCA: terracotta,ElissaSCA: pottery,ElissaSCA: skyphos,ElissaSCA: vase,ElissaSCA: fujifinepixs6000fd,ElissaSCA: classical,Description,AccessionInDesc,3D,Artwork"
SET 35,2071451111.jpg,26.7.1019-1021,"Faience Theatre Mask in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Faience Group: Ram with Lotus-Shaped Manger; Two Theatrical Masks;2nd century AD;Said to be from Medinet el-Fayum (Arsinoe);;Accession Numbers: 26.7.1019-1021;;The masks are too small and brittle to have served as actual theater masks. They refer to the god Dionysus, patron of the theater and god of rebirth; in Egypt he was equated with Osirus. Terracotta theater masks are found in burials and sanctuaries in Greece, in sanctuaries and as garden decorations in Italy. In Egypt, they are known only from burials as offerings to Osirus/Dionysus. Terracotta masks from Antinoopolis in Middle Egypt probably originate in tombs, and a terracotta theater mask was found in a Roman Period chapel over a burial at Hawara.;;The pieces on view here are said to have been part of a find of numerous faience objects at Arsinoe, capital of the Fayum region.;;Text abridged from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: egyptian,ElissaSCA: sculpture,ElissaSCA: faience,ElissaSCA: fujifinepixs6000fd,ElissaSCA: mask,ElissaSCA: catchycolors,ElissaSCA: egypt,ElissaSCA: roman,ElissaSCA: empire,Description,AccessionInDesc,3D,Artwork"
SET 35,2081959985.jpg,14.40.696,"Bronze Portrait Bust of a Man in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Bronze portrait bust of a man;Roman, ca. 50 BC- AD 54;Said to be from Trastevere, Rome;;Accession # 14.40.696;;For the Romans, bronze was the material par excellence for honorific portraits of important individuals and was valued for its ability for it to produce the closest possible fidelity to nature. While the identity of this man is unknown today, the very high quality of this portrait, with its sensitively modeled features and expensive inlaid eyes of ivory, signifies his prominence in ancient Roman society.;;Text from the Metropolitan Museum of Art.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: bronze,ElissaSCA: portrait,ElissaSCA: bust,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: roman,ElissaSCA: man,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork"
SET 35,2197591379.jpg,11.13.1,"Marble Architectural Fragment with a Palmette in the Metropolitan Museum of Art, Oct. 2007",ElissaSCA,"Marble architectural fragment;Greek, ca. 350 BC;;Accession # 11.13.1;;The fragment shows a palmette, and to the left, part of an akanthos leaf. The piece comes from the tholos at Epidauros, a circular building in the sanctuary of Asklepios, the god of healing and medicine.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: fragment,ElissaSCA: palmette,ElissaSCA: classical,Description,AccessionInDesc,3D,Artwork"
SET 35,2197591383.jpg,19.192.38;,"Fragmentary Marble Torso of a Man in the Metropolitan Museum of Art, Oct. 2007",ElissaSCA,"Fragmentary marble torso of a man;Greek, Attic, ca. 450-400 BC;;Accession # 19.192.38;;The elevated shoulder and turned position suggest that the figure was sitting or partly reclining within the pediment of a temple. Bone, musculature, and flesh are articulated with particular sensitivity and skill.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: marble,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: fragment,ElissaSCA: torso,ElissaSCA: classical,Description,AccessionInDesc,3D,Artwork"
